pdb_id,model_number,plddt,cdr1a_plddt,cdr1b_plddt,cdr2a_plddt,cdr2b_plddt,cdr3a_plddt,cdr3b_plddt,iptm_mean,iptm_tcrpmhc,pdockq,avgipde_a,avgipde_b,avgipae_a,avgipae_b,pdockq2_a,pdockq2_b,seed,ipsae,ipsae_d0chn,iptm_af,ipsae_d0dom,iptm_d0chn,seed,sample,ranking_score,iRMSD,TCR-iRMSD,Peptide-RMSD,MHC-iRMSD,CDR3a-RMSD,CDR3b-RMSD,DockQ,iRMSD-DockQ,lRMSD-DockQ,Fnat,Clashes,Quality,avgpdockq2,avgipae,avgipde
8en8,2,91.11503514281442,86.34666666666666,90.7322641509434,78.24597402597402,76.27978723404256,78.9959574468085,72.97236559139786,0.78,0.7675,0.36,0.8554475829424907,0.761829704861807,0.5730612244897959,0.5730612244897959,0.4794827759296881,0.1391698966528315,1330766334,0.5086652500000001,0.74278725,0.7675,0.74278725,0.74278725,1330766334,2,0.8509065303384813,2.3949509,4.4240294,1.3129233,1.1306345,4.218344,6.668747,0.391,2.499,7.867,0.37,0,AQ,0.3093263362912598,0.5730612244897959,0.8086386439021489
8en8,0,90.97840436668162,85.76599999999999,90.5277358490566,77.4748051948052,76.98489361702127,78.36999999999999,72.65279569892473,0.7699999999999999,0.7575,0.365,0.8379923937831361,0.740109382322284,0.560701754385965,0.5607017543859648,0.4354658267380068,0.1217362044943774,1330766334,0.48677925,0.7206172500000001,0.7575,0.7206172500000001,0.7206172500000001,1330766334,0,0.8434672910941103,2.3053691,4.247071,1.3252101,1.0965165,4.23052,6.2581797,0.445,2.414,7.295,0.479,0,AQ,0.2786010156161921,0.5607017543859649,0.7890508880527101
8en8,1,90.97574398085838,85.36177777777779,90.5211320754717,76.64324675324676,76.05595744680852,77.10702127659575,72.55451612903225,0.766,0.7475,0.371,0.8308963805003594,0.7370065533501062,0.5773584905660377,0.5773584905660377,0.414893108134118,0.11702492392209,1330766334,0.476573,0.714611,0.7475,0.714611,0.714611,1330766334,1,0.8404673948803525,2.2199864,4.0920463,1.2181416,1.0599275,4.1652017,6.0529394,0.451,2.328,7.442,0.493,0,AQ,0.265959016028104,0.5773584905660377,0.7839514669252328
2pye,0,94.38319074440555,97.13872340425532,90.33706896551725,96.83181818181816,97.83659574468084,98.14272727272726,97.34795454545451,0.8859999999999999,0.905,0.606,0.9839389709027844,0.9789682220017014,0.8155319148936171,0.815531914893617,0.9369152532466016,0.9112244352265056,2293656607,0.7573615,0.91111275,0.905,0.91111275,0.91111275,2293656607,0,0.927644881759224,0.58344096,0.7080422,0.28015766,0.553431,0.54724795,0.5526535,0.953,0.48,1.161,0.97,0,HQ,0.9240698442365536,0.8155319148936171,0.9814535964522428
2pye,1,94.39514385751256,97.1776595744681,90.15586206896552,96.97020202020204,97.88702127659572,98.17575757575756,97.38795454545452,0.884,0.9025,0.616,0.9844631842077074,0.9789363091292452,0.8217391304347827,0.8217391304347827,0.9387301259036596,0.9148269283507476,2293656607,0.757201,0.908355,0.9025,0.908355,0.908355,2293656607,1,0.92523033620976,0.6541039,0.85242003,0.8479619,0.5255098,0.5707722,0.6244901,0.93,0.566,2.327,0.985,0,HQ,0.9267785271272035,0.8217391304347827,0.9816997466684763
2pye,4,94.29458669508296,97.07510638297872,90.19810344827586,96.80707070707068,97.78106382978724,98.12333333333332,97.26420454545456,0.882,0.9025,0.609,0.983190990980665,0.9782090681790766,0.8293333333333335,0.8293333333333334,0.9359386855670832,0.910496533010984,2293656607,0.7441355000000001,0.90536075,0.9025,0.90536075,0.90536075,2293656607,4,0.9218762735483176,0.62935764,0.8148433,0.5243587,0.55092365,0.58274686,0.5848566,0.942,0.52,1.251,0.955,0,HQ,0.9232176092890336,0.8293333333333335,0.9807000295798708
2pye,3,94.35324402496576,97.02319148936172,90.1955172413793,96.74222222222222,97.86872340425532,98.1809090909091,97.26011363636364,0.882,0.9025,0.612,0.9832418622863812,0.9777921391835795,0.8174468085106383,0.8174468085106383,0.9346065085255464,0.9103519599447252,2293656607,0.74456225,0.9060745,0.9025,0.9060745,0.9060745,2293656607,3,0.9229658200472198,0.6294199,0.8098012,0.67140985,0.5356356,0.5595803,0.6008237,0.947,0.509,1.425,0.97,0,HQ,0.9224792342351358,0.8174468085106383,0.9805170007349804
2pye,2,94.38595067742428,97.06510638297873,90.37241379310343,96.75454545454544,97.84,98.16121212121212,97.31875,0.8800000000000001,0.9,0.618,0.9834832063546164,0.9778885522128394,0.8080851063829788,0.8080851063829788,0.9367920993030924,0.9112703711744924,2293656607,0.74281975,0.9033705,0.9,0.9033705,0.9033705,2293656607,2,0.9209462752051952,0.6992595,0.9725247,0.2891198,0.5947074,0.59314775,0.63889873,0.934,0.512,2.209,0.97,0,HQ,0.9240312352387924,0.8080851063829788,0.9806858792837279
7pb2,4,87.93283868935099,70.50109375,66.22814285714286,64.62827586206897,77.37702127659576,75.7562162162162,79.98477272727273,0.426,0.1675,0.103,0.1624405652509609,0.1955619323426288,0.1429032258064516,0.1429032258064516,0.0110976046635703,0.010381797457303,3434994320,0.0,0.0,0.1675,0.08717475,0.08717475,3434994320,4,0.5078382017316684,2.865498,5.6521482,2.1917298,1.7319905,5.835565,7.7171974,0.227,4.178,11.119,0.197,0,LQ,0.01073970106043665,0.1429032258064516,0.17900124879679485
7pb2,3,88.33439823566478,70.52859375,65.39871428571429,64.76666666666665,77.31893617021277,76.84837837837838,80.1653409090909,0.432,0.175,0.14,0.1683163526807992,0.201768753871914,0.094054054054054,0.094054054054054,0.0112399265109778,0.0111421833016389,3434994320,0.0,0.0,0.175,0.08638725,0.08638725,3434994320,3,0.5139582980274426,4.3761897,9.592897,2.5859776,1.8265249,11.213022,7.5830927,0.091,7.471,35.791,0.18,0,LQ,0.01119105490630835,0.094054054054054,0.1850425532763566
7pb2,2,87.79410365469438,71.01625,64.864,66.56643678160918,77.09617021276597,76.58162162162162,79.60613636363637,0.418,0.16,0.175,0.1569076090791917,0.1904848994062832,0.0780952380952381,0.0780952380952381,0.010944898139533,0.0107884755267965,3434994320,0.0,0.0,0.16,0.08247375,0.08247375,3434994320,2,0.512666078506764,4.862919,10.597142,2.9629517,2.093261,11.995692,8.238104,0.077,8.204,36.149,0.148,0,LQ,0.01086668683316475,0.0780952380952381,0.17369625424273744
7pb2,0,87.90830655324513,69.91499999999999,64.824,65.70770114942529,76.9268085106383,75.4045945945946,79.59829545454546,0.416,0.1625,0.127,0.1567477503655225,0.1952645023803554,0.1654166666666666,0.1654166666666666,0.0108721978750559,0.0105312901545091,3434994320,0.0,0.0,0.1625,0.08608875,0.08608875,3434994320,0,0.5012964081426692,2.9060054,6.1423664,2.174863,1.4036936,7.436524,7.0408297,0.171,4.734,18.405,0.246,0,LQ,0.0107017440147825,0.1654166666666666,0.17600612637293894
7pb2,1,87.99279143037177,70.260625,65.52228571428572,64.69862068965517,76.9795744680851,75.17918918918919,79.82840909090909,0.43,0.185,0.15,0.165159197592883,0.1980572322996109,0.1558974358974358,0.1558974358974358,0.0112486433942933,0.010294187801212,3434994320,0.0,0.0,0.185,0.09144625,0.09144625,3434994320,1,0.5126165287894722,1.3628424,2.4514387,2.0306761,0.82563585,2.506945,2.2414658,0.539,1.452,7.271,0.525,1,MQ,0.010771415597752649,0.1558974358974358,0.18160821494624696
1fo0,1,93.15184811149264,87.88576271186443,92.06428571428572,72.29423076923075,94.81946428571428,94.17704545454544,95.5643820224719,0.8379999999999999,0.8674999999999999,0.386,0.9288352578281668,0.850082047717615,0.866153846153846,0.8661538461538462,0.7600172311093593,0.3433077313632353,1428996118,0.7101095,0.87381225,0.8674999999999999,0.87381225,0.87381225,1428996118,1,0.9129866579785132,0.95282304,1.9616054,0.52523893,0.59101564,5.4650054,0.71779597,0.828,0.9,3.674,0.905,0,MQ,0.5516624812362972,0.866153846153846,0.8894586527728909
1fo0,0,93.21198343768936,88.21627118644068,91.74271428571429,76.1401923076923,94.6969642857143,94.18113636363636,95.17022471910111,0.8320000000000001,0.8574999999999999,0.453,0.9197711276539836,0.8127331456830675,0.6761111111111111,0.676111111111111,0.7415964107373118,0.262374787851475,1428996118,0.69944825,0.86131225,0.8574999999999999,0.86131225,0.86131225,1428996118,0,0.9072567221208984,0.8581428,1.6775413,0.71805197,0.56440324,4.385086,0.8443676,0.806,1.089,2.741,0.857,0,MQ,0.5019855992943933,0.6761111111111111,0.8662521366685256
1fo0,2,93.07487578267018,87.12983050847457,91.54085714285716,71.82538461538462,94.37428571428572,93.6411363636364,94.71775280898876,0.8300000000000001,0.8525,0.43,0.8868063210724692,0.7890066212320552,0.7340625,0.7340625000000001,0.6462983544503814,0.1951559637448773,1428996118,0.68809125,0.8568335,0.8525,0.8568335,0.8568335,1428996118,2,0.9038543957470464,0.94772995,2.018221,0.74638414,0.50993425,5.826755,0.63716525,0.889,0.797,1.105,0.905,0,AQ,0.42072715909762937,0.7340625000000001,0.8379064711522621
1fo0,4,93.13170672591396,87.64016949152543,91.20985714285712,76.19769230769231,94.57607142857144,94.08136363636363,95.1123595505618,0.8320000000000001,0.8575,0.388,0.9163357849811868,0.8016745953671173,0.7041379310344825,0.7041379310344825,0.7269129218139572,0.250774397972035,1428996118,0.6963785,0.8600632500000001,0.8575,0.8600632500000001,0.8600632500000001,1428996118,4,0.9080116161058206,0.9083658,1.8000361,0.6703699,0.5929823,4.630436,0.7978257,0.756,1.315,3.28,0.833,0,MQ,0.48884365989299605,0.7041379310344825,0.859005190174152
1fo0,3,92.88105635225207,86.74830508474577,91.441,72.68192307692308,94.27982142857142,93.65727272727273,94.82134831460677,0.8220000000000001,0.85,0.407,0.8930334236046876,0.7852590683196213,0.7322857142857142,0.7322857142857142,0.6620271603628073,0.2057536629663485,1428996118,0.68430225,0.855646,0.85,0.855646,0.855646,1428996118,3,0.9004140215291352,0.9502593,1.9856137,0.76376414,0.5397522,5.4146814,0.8276797,0.804,1.295,2.683,0.929,0,MQ,0.43389041166457787,0.7322857142857142,0.8391462459621545
6uln,0,90.67343485617596,74.33053571428572,78.98902439024391,64.19067415730336,82.98542857142857,79.42299999999999,69.05193181818181,0.58,0.415,0.244,0.460280674964404,0.4541457908441662,0.2875757575757576,0.2875757575757576,0.0456526025434661,0.0238548923315606,4054102139,0.01392275,0.380874,0.415,0.25430775,0.25430775,4054102139,0,0.6486407015470883,1.7458897,3.6930332,0.8834739,0.9191058,5.1386747,2.9387891,0.563,1.745,5.664,0.571,0,AQ,0.034753747437513346,0.2875757575757576,0.45721323290428506
6uln,1,90.58789417012768,74.15625,78.15121951219511,68.11101123595506,81.57885714285713,79.56633333333335,70.20034090909091,0.544,0.3675,0.255,0.4164797211065456,0.4226839120506264,0.2721951219512195,0.2721951219512195,0.0341930516221106,0.0225696836507856,4054102139,0.012902,0.36507625,0.3675,0.2240935,0.2240935,4054102139,1,0.6147578703288337,1.4187815,2.7620466,0.86937815,0.9213881,2.32088,2.7604146,0.631,1.381,5.836,0.673,1,MQ,0.0283813676364481,0.2721951219512195,0.41958181657858595
6uln,3,90.47951699738502,73.16982142857144,77.35634146341462,66.92707865168539,81.76857142857145,78.85283333333334,68.92636363636365,0.548,0.365,0.219,0.443189333951674,0.4338544014336048,0.2964705882352941,0.2964705882352941,0.0402924191410572,0.022125147221018,4054102139,0.0133675,0.3719295,0.365,0.2293675,0.2293675,4054102139,3,0.6189416119829685,1.8119746,3.8008802,0.96528757,0.9785138,4.6273513,3.1414263,0.5,1.913,7.387,0.551,1,MQ,0.0312087831810376,0.2964705882352941,0.4385218676926394
6uln,4,90.74353330256884,73.76517857142858,73.51243902439023,65.35865168539326,82.29971428571427,80.25116666666668,69.89386363636363,0.5900000000000001,0.43,0.281,0.502955485470499,0.5025595753451926,0.2799999999999999,0.28,0.0562600267534275,0.0307729087752717,4054102139,0.02010675,0.38803475,0.43,0.27439475,0.27439475,4054102139,4,0.6655610336769652,1.7895716,3.7418053,0.8612068,0.98385376,4.636683,3.2254765,0.496,2.142,6.54,0.531,0,MQ,0.0435164677643496,0.27999999999999997,0.5027575304078458
6uln,2,90.7568912475004,73.13535714285715,78.34829268292684,68.50696629213483,82.48114285714284,79.7875,69.60238636363637,0.554,0.3725,0.269,0.4220450553850358,0.4110008881024475,0.2893023255813953,0.2893023255813953,0.0362021542925388,0.0200374590799485,4054102139,0.0133925,0.37384675,0.3725,0.22112075,0.22112075,4054102139,2,0.6260953848848769,1.4600774,2.8972306,0.7375331,0.9214355,2.638985,2.8640912,0.619,1.599,5.921,0.714,1,MQ,0.02811980668624365,0.2893023255813953,0.41652297174374164
1g6r,4,89.63706564885497,76.13285714285713,90.39476190476192,79.5634375,93.04261904761906,94.46972972972972,91.9522222222222,0.8099999999999999,0.8375,0.527,0.9518120482757888,0.9030575831434484,0.7589285714285714,0.7589285714285714,0.7835213135760831,0.5037725117951987,1016822548,0.64676225,0.8350235,0.8375,0.83465325,0.83465325,1016822548,4,0.8743581373851842,1.3941773,1.8503071,1.9894544,1.0834377,2.2537158,1.6068374,0.751,1.036,4.192,0.772,0,MQ,0.6436469126856409,0.7589285714285714,0.9274348157096186
1g6r,3,89.62630534351146,73.12816326530611,90.31936507936508,78.79890625,92.9390476190476,94.46405405405406,91.85370370370369,0.8119999999999999,0.8375,0.516,0.9505164504965246,0.8988422729480485,0.7849090909090908,0.7849090909090907,0.7793032934053861,0.4805999417504712,1016822548,0.6448935,0.83580225,0.8375,0.83494,0.83494,1016822548,3,0.8762521010120392,1.3345021,1.8491043,1.1960202,1.1001004,2.2116446,1.6230272,0.766,1.095,3.738,0.807,0,MQ,0.6299516175779286,0.7849090909090908,0.9246793617222866
1g6r,2,90.13678167938932,70.53367346938775,90.92841269841271,79.04328125,92.97880952380952,94.93783783783783,91.4498148148148,0.8380000000000001,0.8575,0.524,0.9570628996104462,0.9053657033088496,0.7763265306122448,0.7763265306122449,0.8035562528545929,0.4837963417622714,1016822548,0.67986925,0.8601825,0.8575,0.8601825,0.8601825,1016822548,2,0.8890679461863107,1.475649,2.451652,0.8829199,0.95154953,2.2516956,1.5252105,0.732,1.227,3.923,0.772,0,MQ,0.6436762973084321,0.7763265306122449,0.9312143014596479
1g6r,0,89.90049007633587,72.79367346938776,88.82730158730158,80.40375,93.4759523809524,94.55972972972974,91.37462962962962,0.8320000000000001,0.85,0.524,0.9548393599223556,0.9081941891109564,0.7396491228070174,0.7396491228070174,0.7824753454933479,0.4869010254207626,1016822548,0.6754487499999999,0.855349,0.85,0.8543015,0.8543015,1016822548,0,0.8906734526535841,1.3657249,2.3155465,0.6537255,0.85002106,1.6556075,1.4135587,0.814,0.846,3.457,0.825,0,MQ,0.6346881854570552,0.7396491228070174,0.9315167745166559
1g6r,1,89.56000458015268,75.77326530612245,90.2736507936508,77.77906250000001,92.94642857142856,94.26756756756755,91.8824074074074,0.808,0.8375,0.495,0.9480832945139306,0.8944834974885901,0.7542105263157893,0.7542105263157896,0.7705942308494984,0.469250093828195,1016822548,0.640243,0.83405125,0.8375,0.8335965000000001,0.8335965000000001,1016822548,1,0.8733041503378259,1.3110131,1.8110645,1.1923608,1.0820844,1.9611083,1.6389225,0.734,1.095,4.994,0.807,0,MQ,0.6199221623388467,0.7542105263157894,0.9212833960012603
6rpa,1,90.3267229299363,91.495,92.1032258064516,93.6465,94.66594594594596,94.0258695652174,96.32605263157896,0.8619999999999999,0.88,0.633,0.9817318940743982,0.9710048150086172,0.7881967213114754,0.7881967213114754,0.923555804264629,0.8609855808787156,1161719723,0.71589225,0.883553,0.88,0.883553,0.883553,1161719723,1,0.9065848764661566,0.58034563,0.8487177,0.6621516,0.44508094,0.8125349,0.7211836,0.881,0.648,2.102,0.859,0,HQ,0.8922706925716724,0.7881967213114754,0.9763683545415077
6rpa,0,90.95990445859871,91.45613636363636,92.10064516129032,93.57190000000004,94.60702702702704,93.78239130434784,96.5478947368421,0.8619999999999999,0.88,0.633,0.981186230559694,0.9701277369518916,0.7979661016949152,0.7979661016949153,0.921685294998133,0.8591363526275201,1161719723,0.7107405,0.880753,0.88,0.880753,0.880753,1161719723,0,0.9042380343094808,0.54547584,0.82428837,0.5399323,0.41436318,0.7852375,0.6844055,0.899,0.672,1.179,0.885,0,HQ,0.8904108238128265,0.7979661016949153,0.9756569837557928
6rpa,2,90.44713375796178,92.08954545454544,92.59629032258064,94.0165,94.78432432432432,93.87978260869563,96.5707894736842,0.868,0.885,0.632,0.982375673058637,0.972233391511393,0.7949180327868854,0.7949180327868854,0.9264395896872868,0.8672704521644703,1161719723,0.7213205,0.8881175,0.885,0.8881175,0.8881175,1161719723,2,0.9090982716736784,0.5275602,0.8736592,0.40977487,0.36093873,0.99098104,0.7153913,0.907,0.64,0.796,0.885,1,HQ,0.8968550209258785,0.7949180327868854,0.977304532285015
6rpa,4,90.94278025477708,91.66272727272728,91.76467741935488,93.7386,94.66675675675675,94.0358695652174,96.40973684210526,0.86,0.875,0.64,0.980876588819092,0.9692467557007188,0.7881967213114754,0.7881967213114754,0.9216827071237992,0.8575859300922829,1161719723,0.70527975,0.877511,0.875,0.877511,0.877511,1161719723,4,0.9022994152668576,0.51621425,0.85160744,0.38933685,0.35725284,0.8084261,0.6667761,0.911,0.646,0.798,0.897,1,HQ,0.8896343186080411,0.7881967213114754,0.9750616722599055
6rpa,3,90.75918312101912,91.41863636363637,91.68838709677418,93.6674,94.40594594594596,93.80717391304348,96.2292105263158,0.852,0.87,0.643,0.9804287488948988,0.9692814647473492,0.8005,0.8005000000000001,0.920320813352564,0.8573646178131213,1161719723,0.6964405,0.871926,0.87,0.871926,0.871926,1161719723,3,0.8975816383700929,0.6054836,0.9501219,0.7359469,0.41103372,0.94526714,0.7902703,0.876,0.743,2.382,0.897,0,HQ,0.8888427155828427,0.8005,0.974855106821124
7n5p,1,87.84617508724018,76.84777777777778,77.68657894736843,65.19874999999999,85.108,81.14510638297874,79.47863013698631,0.6060000000000001,0.51,0.279,0.4032499466879448,0.4761445825340937,0.4248387096774192,0.4248387096774194,0.0398109724098396,0.0324096368509953,1975571826,0.0660565,0.3950905,0.51,0.2838994999999999,0.2838994999999999,1975571826,1,0.6435401962482645,1.5488322,2.4604604,1.3357226,1.0016348,3.680147,2.8929887,0.408,1.287,27.108,0.559,0,AQ,0.03611030463041745,0.4248387096774193,0.4396972646110192
7n5p,0,89.28620239720831,76.15018518518518,76.30631578947369,65.18575000000001,84.59275,80.5323404255319,78.65630136986303,0.592,0.4975,0.247,0.4473038775009155,0.4911857712090574,0.4246666666666666,0.4246666666666666,0.0490327286323121,0.0332613900463352,1975571826,0.0574787499999999,0.38626825,0.4975,0.29225225,0.29225225,1975571826,0,0.6635599222264121,1.3193905,2.0835354,1.2288424,0.85077006,2.805255,2.8428278,0.721,1.057,3.319,0.627,0,MQ,0.04114705933932365,0.4246666666666666,0.46924482435498643
7n5p,2,89.82660142618722,77.92074074074074,78.77315789473683,68.888375,85.94649999999999,82.45617021276595,80.51876712328767,0.6359999999999999,0.5800000000000001,0.269,0.5405596775778112,0.5388353661289114,0.3577777777777777,0.3577777777777777,0.086701269346079,0.0413860798237309,1975571826,0.1285685,0.4465715,0.5800000000000001,0.375958,0.375958,1975571826,2,0.6961990936782739,1.073773,1.846999,0.7136738,0.566911,3.0487661,2.042251,0.781,0.933,3.421,0.763,0,MQ,0.06404367458490495,0.3577777777777777,0.5396975218533613
7n5p,4,87.95965103929602,76.84203703703704,77.46763157894736,66.205125,85.50399999999999,81.16212765957445,79.4258904109589,0.6140000000000001,0.525,0.281,0.4039021086294804,0.4706882471454129,0.4232258064516128,0.4232258064516129,0.0395578034115938,0.0312067461801165,1975571826,0.0785835,0.40415325,0.525,0.29298475,0.29298475,1975571826,4,0.6501703165314479,1.3072611,1.9786518,2.0617018,0.72600245,3.2867706,2.1689394,0.44,1.128,30.766,0.61,0,MQ,0.03538227479585515,0.42322580645161284,0.43729517788744665
7n5p,3,89.9749825519648,77.41388888888888,78.36105263157894,66.9385,86.63799999999999,82.27851063829786,80.50657534246577,0.646,0.5675,0.265,0.5224479277279327,0.5346571445126939,0.4203333333333333,0.4203333333333333,0.0781970779240791,0.0423702817267605,1975571826,0.11767925,0.4394825,0.5675,0.369832,0.369832,1975571826,3,0.7001023219527971,1.1034408,1.8485005,0.8504786,0.62631714,2.7501788,2.3179886,0.753,1.009,2.663,0.661,0,MQ,0.060283679825419795,0.4203333333333333,0.5285525361203133
8enh,4,91.3114099685676,85.22466666666666,90.44377358490566,75.53961038961037,76.69276595744682,79.44978723404255,72.74322580645162,0.78,0.77,0.372,0.8283749629956044,0.7185475261265206,0.5805882352941177,0.5805882352941177,0.4169249743938362,0.1031637306153122,59268532,0.497141,0.73697075,0.77,0.73697075,0.73697075,59268532,4,0.8498906293928009,2.1179419,3.8624127,1.142994,1.074059,3.952127,6.0206876,0.557,2.155,2.818,0.444,0,AQ,0.2600443525045742,0.5805882352941177,0.7734612445610625
8enh,3,90.91602903756925,85.75911111111111,90.37207547169812,76.31974025974026,73.37914893617021,78.42787234042552,74.1667741935484,0.782,0.77,0.353,0.868714374647952,0.7713960230735981,0.5336000000000001,0.5336,0.5016131841747111,0.1480375145868993,59268532,0.50983575,0.7408915,0.77,0.7408915,0.7408915,59268532,3,0.8474560946321423,2.3950355,4.3158326,1.3101878,1.2762063,4.2301397,6.4316616,0.535,2.277,3.091,0.42,0,AQ,0.3248253493808052,0.5336000000000001,0.820055198860775
8enh,2,90.84245322556504,85.0311111111111,90.1301886792453,75.63467532467533,73.97148936170211,78.66063829787235,72.43408602150537,0.768,0.7525,0.349,0.8433834210040323,0.7365605418582445,0.5490384615384616,0.5490384615384616,0.4392802520534391,0.1157364588325003,59268532,0.4861062499999999,0.72309825,0.7525,0.72309825,0.72309825,59268532,2,0.839550771299737,2.3282382,4.2459526,1.0637451,1.2002707,4.1454916,6.233582,0.523,2.315,3.693,0.432,0,AQ,0.2775083554429697,0.5490384615384616,0.7899719814311383
8enh,0,90.56746744499328,84.75622222222222,89.89886792452829,75.18480519480521,74.84893617021275,76.9527659574468,72.4643010752688,0.768,0.755,0.331,0.8465295191756343,0.7388237415341946,0.5927906976744186,0.5927906976744186,0.4473702174632475,0.1203908571425821,59268532,0.48139625,0.721172,0.755,0.7210025,0.7210025,59268532,0,0.8373285752805695,2.3448238,4.2331843,1.3755064,1.2296798,4.331698,6.077774,0.459,2.293,5.651,0.383,0,AQ,0.2838805373029148,0.5927906976744186,0.7926766303549144
8enh,1,90.74985481215388,84.838,89.64339622641508,75.33168831168831,76.9372340425532,78.36787234042555,72.59795698924732,0.766,0.75,0.336,0.8204260021188675,0.712577639939891,0.5722000000000002,0.5722,0.3956855931977147,0.1004037894359617,59268532,0.466858,0.70514625,0.75,0.7035475,0.7035475,59268532,1,0.8363390301779685,2.369649,4.2910957,1.3572259,1.2305756,4.402444,6.0194,0.447,2.559,4.867,0.333,0,AQ,0.2480446913168382,0.5722,0.7665018210293792
6eqa,0,92.03068005476952,85.27045454545454,93.11978260869564,89.94172413793105,90.05475000000001,90.251724137931,90.60552083333334,0.7939999999999999,0.7975,0.556,0.9424349409885264,0.9188377088005308,0.7445614035087719,0.7445614035087719,0.7625870348964544,0.5996726206676578,400101951,0.5379355,0.78421325,0.7975,0.78421325,0.78421325,400101951,0,0.858181208404124,1.3422298,1.8622183,2.4582691,0.9094692,1.4068232,1.8861192,0.528,1.693,9.076,0.677,0,MQ,0.6811298277820561,0.7445614035087719,0.9306363248945286
6eqa,1,92.60755362848012,85.94113636363637,93.7782608695652,91.6451724137931,91.572,92.3106896551724,92.52635416666668,0.8240000000000001,0.8300000000000001,0.57,0.9542538145136196,0.9390437080217812,0.7244827586206897,0.7244827586206897,0.8119238509981097,0.6996431132666814,400101951,0.594909,0.82704625,0.8300000000000001,0.82704625,0.82704625,400101951,1,0.8813663474189596,1.354678,2.0472648,2.404138,0.8133122,1.6576109,2.012525,0.449,2.107,10.835,0.631,0,AQ,0.7557834821323955,0.7244827586206897,0.9466487612677004
6eqa,4,91.91810284497184,83.7359090909091,92.62434782608696,89.84568965517242,90.33525,88.91862068965516,91.11552083333332,0.8,0.8049999999999999,0.557,0.9438695053021974,0.9239479584169272,0.7482142857142857,0.7482142857142857,0.7637728049557412,0.6200825270268584,400101951,0.5517095,0.7916460000000001,0.8049999999999999,0.7916460000000001,0.7916460000000001,400101951,4,0.8594820499085699,1.2664956,1.7930104,2.4915547,0.7822346,1.3144948,1.8949416,0.545,1.602,7.647,0.615,0,MQ,0.6919276659912998,0.7482142857142857,0.9339087318595622
6eqa,3,92.0913844515442,84.91636363636364,93.29652173913044,90.1053448275862,90.621,90.69896551724138,91.72729166666666,0.8099999999999999,0.815,0.56,0.949280000853754,0.9290012426701006,0.7386206896551725,0.7386206896551724,0.7913844436057365,0.6541279201849985,400101951,0.5691345,0.80610325,0.815,0.80610325,0.80610325,400101951,3,0.8702471298992596,1.3992609,2.0363529,2.4661613,0.9065913,1.5654792,2.1196299,0.479,1.852,10.182,0.631,0,AQ,0.7227561818953675,0.7386206896551724,0.9391406217619274
6eqa,2,92.09213144682792,84.32636363636362,92.95152173913044,89.53086206896552,90.22875,90.36758620689656,91.11854166666669,0.798,0.7975,0.543,0.9410483349172446,0.918124765308723,0.7382142857142858,0.7382142857142856,0.7594411239981171,0.6030304254973413,400101951,0.5438965,0.78750825,0.7975,0.78750825,0.78750825,400101951,2,0.8618240343615862,1.3300192,1.9808874,2.3954945,0.8121117,1.7108903,2.010739,0.451,1.933,11.278,0.615,0,MQ,0.6812357747477292,0.7382142857142857,0.9295865501129839
8rj5,3,89.77592990305742,74.7615,73.42885714285715,69.3047,85.86475,80.72972972972973,84.70292682926829,0.65,0.5475,0.246,0.4643530783104355,0.4484316561363345,0.4213513513513514,0.4213513513513513,0.0474089082397377,0.029612919809236,415232346,0.061077,0.36145975,0.5475,0.3125015,0.3125015,415232346,3,0.7332653923926097,2.2510276,3.8405533,3.2508106,1.3197566,3.306654,4.2512712,0.294,2.541,14.451,0.367,0,AQ,0.03851091402448685,0.4213513513513514,0.456392367223385
8rj5,4,89.88208650261,75.2675,74.10657142857143,70.7693,86.16975,81.37135135135135,85.01829268292683,0.666,0.5775,0.254,0.5236192592570396,0.5297137580299076,0.4456756756756757,0.4456756756756756,0.0668233117242334,0.0494016748208165,415232346,0.1244565,0.3824475,0.5775,0.35489675,0.35489675,415232346,4,0.7455594625595232,2.2475007,3.9273527,3.0804324,1.2894292,3.3455553,4.362735,0.262,2.626,16.341,0.327,0,AQ,0.05811249327252495,0.4456756756756757,0.5266665086434736
8rj5,2,89.7899701715138,75.02925,74.12685714285713,69.9449,86.49674999999999,81.73729729729729,84.85487804878049,0.6599999999999999,0.5625,0.282,0.4901927215188523,0.4901679048933483,0.4021212121212121,0.4021212121212121,0.055318268168216,0.0382337998387476,415232346,0.0950075,0.36903975,0.5625,0.331299,0.331299,415232346,2,0.7391829381442787,2.414813,4.252199,3.1808882,1.3940737,3.8439715,4.632835,0.251,2.742,16.155,0.306,1,AQ,0.0467760340034818,0.4021212121212121,0.49018031320610034
8rj5,0,89.79615063385532,74.57775,72.44742857142856,70.52539999999999,86.33575,81.79351351351349,84.68756097560974,0.6519999999999999,0.5525,0.216,0.4888245910040575,0.47733120513931,0.4524999999999999,0.4525,0.0550473765164477,0.0355327328398977,415232346,0.07538675,0.36756025,0.5525,0.32196925,0.32196925,415232346,0,0.7327404158388073,2.4074757,4.1449146,3.450423,1.3888489,3.5659761,4.355485,0.228,2.818,16.061,0.245,0,AQ,0.045290054678172695,0.45249999999999996,0.4830778980716838
